,Song_Lyrics,Happy,Angry,Surprise,Sad,Fear
362,fatal this attraction yeah we might just end up crashin but im ready if it happens with you meet me out in cali when im far away from family and i need someone to hold onto youre the only thing i know and i dont wanna let this go close to you i feel feel like im at home cant wait til were alone we were built to last we were built like that baby take my hand dive in this romance we could burn and crash we could take a chance holdin nothin back like its our last dance like its our last dance left my heart wide open fallin in and out of focus pressure flowin like a river in my head crying you aint with me and its floodin the whole city while my souls burnin like a cigarette youre the only thing i know and i dont wanna let this go close to you i feel feel like im at home cant wait til were alone way too soon to feel so strong way too young to hurt so long im hurtin was it worth it way too soon to feel so strong way too young to hurt so long im hurtin was it worth it like its our last dance like its our last dance we were built to last we were built like that baby take my hand dive in this romance we could burn and crash we could take a chance holdin nothin back like its our last dance like its our last dance like its our last dance,0.12,0.02,0.14,0.21,0.5
363,ive always been the one to say the first goodbye had to love and lose a hundred million times had to get it wrong to know just what i like now im falling you say my name like i have never heard before im indecisive but this time i know for sure i hope im not the only one that feels it all are you falling i wouldve stayed at home i wouldve stayed at home break my heart break my heart break my heart break my heart break my heart break my heart break my heart break my heart better alone better alone break my heart break my heart break my heart break my heart break my heart break my heart break my heart break my heart break my heart i wonder when you go if i stay on your mind two can play that game but you win me every time everyone before you was a waste of time yeah you got me centre of attention you know you can get whatever you want from me whenever you want it baby its you in my reflection im afraid of all the things it could do to me if i wouldve known it baby break my heart break my heart break my heart break my heart break my heart break my heart break my heart break my heart am i falling in love with the one that could break my heart better alone,0.03,0.04,0.44,0.44,0.04
364,lyrics for this song have yet to be released please check back once the song has been released,0.0,0.0,0.0,0.0,0.0
365, out in bars everything you like everything you like everything you like and i gave you to someone,0.0,0.0,0.0,0.0,1.0
366,smart it again until hearts it breaks again say it me time blood dont care fear god until entertainment contact tick it again up to you and just me like ambition like rare warning could be take it girl touching be beautiful how to look like you famous girl one kiss again in the me like you this levitating girl i know you told dream in you care it nice bet you girl imma be more me again cause go it we hear it again time to clean it clock hello quick it again questions what gorgeous fun best of my life me happiness girl vulnеrable to be today tight to you from me sunday i can wokе up lighting be my hand be my man hey i can be always be say same time what i could to me can it look it girl beautiful girl i want to handsome damn finally too tight me and remember heart it me perfect it me was look me want it girl beautiful read my hand on top gold i like it what you me time was covered look at brought me lips what could be too me my family was it till morning alright girl hollywood girl finish to start cause go it we hear it again to me free go set to art of you thrilled stop it at me change my mind polish it again me alright to come back be the look at long possible to one me knife was it hurt nowhere to find underneath vulnerable to you be go it we hear it again contact me in to eyes name it by my side just got home here hate me always alone girl go me and will be time there was me electricity me was being busy 1 step 2 step 3 step the take it me remove it all night care it might nice cause go it we hear it again go it we hear it again go it we hear it again go it we hear it again go it we hear it again go it we hear it again go it we hear it again go it we hear it again close it to you be coming too take it sip me supposed me keep it all electric too be my look go it we hear it again go it we hear it again take me all time stay go it we hear it again time was changed be look at you around go it we hear it again hold me down it again for the effort me you can not the same,0.2,0.05,0.36,0.2,0.18
367,fatal this attraction yeah we might just end up crashin but im ready if it happens with you meet me out in cali when im far away from family and i need someone to hold onto youre the only thing i know and i dont wanna let this go close to you i feel feel like im at home cant wait til were alone we were built to last we were built like that baby take my hand dive in this romance we could burn and crash we could take a chance holdin nothin back like its our last dance like its our last dance like its our last dance left my heart wide open fallin in and out of focus pressure flowin like a river in my head crying you aint with me and its floodin the whole city while my souls burnin like a cigarette youre the only thing i know and i dont wanna let this go close to you i feel feel like im at home cant wait til were alone we were built to last we were built like that baby take my hand dive in this romance we could burn and crash we could take a chance holdin nothin back like its our last dance like its our last dance like its our last dance like its our last dance like its our last dance way too soon to feel so strong way too young to hurt so long im hurtin was it worth it way too soon to feel so strong way too young to hurt so long im hurtin was it worth it like its our last dance like its our last dance like its our last dance,0.11,0.02,0.13,0.2,0.54
368,yeah and alone oh out again bed in the morning i tell myself one dont pick up the phone you know hes only calling cause hes drunk and alone two dont let him in youll have to kick him out again three dont be his friend you know youre gonna wake up in his bed in the morning and if youre under him you aint getting over him talkin in my sleep at night makin myself crazy wrote it down and read it out hopin it would save me my love he makes me feel like nobody else nobody else but my love he doesnt love me so i tell myself i tell myself one dont pick up the phone you know hes only calling cause hes drunk and alone two dont let him in youll have to kick him out again three dont be his friend you know youre gonna wake up in his bed in the morning and if youre under him you aint getting over him ive got new rules i count em ive got new rules i count em ive gotta tell them to myself ive got new rules i count em ive gotta tell them to myself i keep pushin forwards but he keeps pullin me backwards now im standing back from it i finally see the pattern but my love he makes me feel like nobody else nobody else but my love he doesnt love me so i tell myself i tell myself one dont pick up the phone you know hes only calling cause hes drunk and alone two dont let him in youll have to kick him out again three dont be his friend you know youre gonna wake up in his bed in the morning and if youre under him you aint getting over him ive got new rules i count em ive got new rules i count em ive gotta tell them to myself ive got new rules i count em ive gotta tell them to myself,0.31,0.0,0.1,0.07,0.52
369,ah yeah ah yeah he calls me the devil i make him wanna sin every time i knock he cant help but let me in must be homesick for the real im the realest it gets you probably still adore me with my hands around your neck can you feel the warmth yeah as my kiss goes down you like some sweet alcohol where im coming from yeah its the darker side of me that makes you feel so numb cause i m hot like hell does it burn when im not there and youre by yourself am i the answer to your prayers im giving you that pleasure heaven and ill give it to you hotter than hell hotter than hell youre my manna from heaven we all gotta get fed can t let me know im wanted can t let me in your head im not here to make you kneel but its praise that i get you aint gonna walk free boy not finished with you yet no can you feel the warmth yeah as my kiss goes down you like some sweet alcohol where i m coming from yeah its the darker side of me that makes you feel so numb cause im hot like hell does it burn when im not there and youre by yourself am i the answer to your prayers im giving you that pleasure heaven and ill give it to you hotter than hell hotter than hell oh youre down right there you make me feel right there when you lay me down right there we just make it right there cause youre looking so right there baby you should touch me right there if you take me right there we could make it cause im hot like hell does it burn when im not there and youre by yourself am i the answer to your prayers im giving you that pleasure heaven and ill give it to you hotter than hell hotter than hell hotter than hell hotter than hell and ill give it to you hotter than hell,0.12,0.0,0.17,0.46,0.24
370,one one one one one talkin in my sleep at night makin myself crazy wrote it down and read it out hopin it would save me my love he makes me feel like nobody else nobody else but my love he doesnt love me so i tell myself i tell myself one dont pick up the phone you know hes only callin cause hes drunk and alone two dont let him in youll have to kick him out again three dont be his friend you know youre gonna wake up in his bed in the morning and if youre under him you aint gettin over him i got new rules i count em i got new rules i count em i got new rules i count em i got new rules i count em i keep pushin forwards but he keeps pullin me backwards now im standin back from it i finally see the pattern but my love he doesnt love me so i tell myself i tell myself i do i do i do one dont pick up the phone you know hes only callin cause hes drunk and alone two dont let him in youll have to kick him out again three dont be his friend you know youre gonna wake up in his bed in the morning and if youre under him you aint gettin over him i got new rules i count em i got new rules i count em i got new rules i count em i got new rules i count em practice makes perfect im still tryna learn it by heart eat sleep and breathe it rehearse and repeat it cause i one dont pick up the phone you know hes only callin cause hes drunk and alone two dont let him in youll have to kick him out again three dont be his friend you know youre gonna wake up in his bed in the morning and if youre under him you aint gettin over him i got new rules i count em i got new rules i count em i got new rules i count em i got new rules i count em dont let him in dont let him in dont dont dont dont dont be his friend dont be his friend dont dont dont dont dont let him in dont let him in dont dont dont dont dont be his friend dont be his friend dont dont dont dont youre gettin over him,0.26,0.0,0.06,0.09,0.6
371,every night i prayed for prayed for clarity all while you were lying right there next to me you barely even noticed i was losing sleep you barely even noticed you were losing me dont say shit to me dont say a word to me dont ask me to change dont want your heart to break words dont hurt no more i heard it all before dont ask me to change dont want your heart to break dont want your heart to break dont want your heart to break aint goin backwards now aint goin backwards now is it just that youre so damn oblivious or is it just that you dont take me serious counting my excuses more than millions boy im done with it done with it done with it i dont even know what im doing here dont say shit to me dont say a word to me dont ask me to change dont want your heart to break words dont hurt no more i heard it all before dont ask me to change dont want your heart to break dont want your heart to break dont want your heart to break aint goin backwards now aint goin backwards now aint doin retrograde aint doin retrograde aint goin backwards now aint goin backwards now dont want your heart to break dont want your heart to break aint goin backwards now aint goin backwards now aint doin retrograde aint doin retrograde aint goin backwards now aint goin backwards now,0.0,0.11,0.33,0.42,0.14
372,huh turn it louder jealous so jealous the more i love you the more i rip you apart thats what you said when we were arguing i gave you so much love i left none for myself and you took it all away and threw it right back you told me im a liar youre acting like a fool im allowed to hang out with my friends and without you youre so in denial and im so over you the more you push my buttons girl the more i see the truth youre so full of that jealousy its running crazy through your body jealousy it makes you wanna hurt somebody its killing me but i wont let it baby i wont let it i wanna love you but youre so full of that jealousy you know it only makes you ugly jealousy you wont let anybody touch me its killing me but i wont let it baby i wont let it i wanna love you but youre so full of that jealousy huh turn it louder jealous so jealous its you and your ego thats fighting for the crown maybe that is just your insecurity i gave you attention left nothing for myself and you threw it all away and i said fuck that you told me im a liar youre acting like a fool im allowed to hang out with my friends and without you youre so in denial and im so over you the more you push my buttons girl the more i see the truth youre so full of that jealousy its running crazy through your body jealousy it makes you wanna hurt somebody its killing me but i wont let it baby i wont let it i wanna love you but youre so full of that jealousy you know it only makes you ugly jealousy you wont let anybody touch me its killing me but i wont let it baby i wont let it i wanna love you but youre being jealous,0.19,0.04,0.17,0.45,0.15
373,i could be the one i could be the one i could be the one i could be the one i could be the one i could be the one i could be the one i could be the one i could be the one i could be the one i could be the one i could be the one i see the moon i see the moon i see the moon oh when youre looking at the sun im not a fool im not a fool not a fool no youre not fooling anyone oh but when youre gone when youre gone when youre gone oh baby all the lights go out oh but when youre gone when youre gone when youre gone oh baby all the lights go out oh baby come on let me get to know you just another chance so that i can show that i wont let you down and run no i wont let you down and run cause i could be the one i could be the one i could be the one i could be the one i could be the one i could be the one i see in blue i see in blue i see in blue oh when you see everything in red there is nothing that i wouldnt do for you do for you do for you oh cause you got inside my head oh but when youre gone when youre gone when youre gone oh baby all the lights go out thinking oh that baby i was wrong i was wrong i was wrong come back to me baby we can work this out oh baby come on let me get to know you just another chance so that i can show that i wont let you down and run no i wont let you down and run cause i could be the one i could be the one i could be the one i could be the one i could be the one i could be the one be the one be the one be the one be the one be the one be the one be the one be the one be the one be the one be the one be the one be the one be the one be the one be the one be the one be the one be the one be the one be the one be the one be the one be the one be the one be the one be the one be the one be the one be the one be the one be the one be the one be the one be the one be the one be the one be the one be the one be the one be the one be the one be the one be the one be the one be the one be the one be the one,0.0,0.12,0.0,0.38,0.5
374,dara yeah hey yeah hi nice to meet ya everything about ya got me painting pictures i wanna kiss ya dying to know how you taste you are getting closer every little step im losing my composure ooh to think were sober we gotta slow down the pace wooh i we got so much time wooh i more than just tonight wooh i but one things on my mind so im doing anything to stop myself from loving you thats what im tryna do but i just wanna see you naked anything to stop myself from rushing it you know i cant resist cause i just wanna see you naked time out the meter in another minute youll be underneath me i feel the fever so much of you on the brain say you feel the same way ima keep you talking all the way to my place wait top on the breaks baby its too good to waste wooh i we got so much time wooh i more than just tonight wooh i but one things on my mind so im doing anything to stop myself from loving you thats what im tryna do but i just wanna see you naked anything to stop myself from rushing it you know i cant resist cause i just wanna see you naked ice broke in my self control so thin no matter what cant win inner self in my self control so thin i wanna see you again wooh i we got so much time wooh i more than just tonight wooh i but one things on my mind so im doing anything to stop myself from loving you thats what im tryna do but i just wanna see you naked anything to stop myself from rushing it you know i cant resist cause i just wanna see you naked yeah yeah,0.24,0.0,0.38,0.29,0.09
375,if you dont wanna see me did a full 180 crazy thinking bout the way i was did the heartbreak change me maybe but look at where i ended up im all good already so moved on its scary im not where you left me at all so if you dont wanna see me dancing with somebody if you wanna believe that anything could stop me dont show up dont come out dont start caring about me now walk away you know how dont start caring about me now arent you the guy who tried to hurt me with the word goodbye though it took some time to survive you im better on the other side im all good already so moved on its scary im not where you left me at all so if you dont wanna see me dancing with somebody if you wanna believe that anything could stop me dont show up dont come out dont start caring about me now walk away you know how dont start caring about me now up up dont come out out out dont show up up up dont start now up up dont come out out im not where you left me at all so if you dont wanna see me dancing with somebody if you wanna believe that anything could stop me dont show up dont come out dont start caring about me now walk away you know how dont start caring about me now up up dont come out out out dont show up up up walk away walk away up up dont come out out out dont show up up up walk away walk away oh,0.0,0.25,0.0,0.53,0.22
376,we bout to fuck this shit up this that non christian shit yeah pop that shit fuck that shit pop a tit fuck a bitch come on down and get railed get jailed you a bad ass bitch you love that shit you die for that shit you come on down for this shit every day every night you make time for this shit you die for this shit you lie for this shit you hope to make it another day for this shit i dont know why why it pains me pains me to talk to you i dont know why why is it painful love is so painful love is so painful why are you hating you used to love me yeah pop that shit fuck that shit pop a tit fuck a bitch come on down and get railed get jailed you a bad ass bitch you love that shit you die for that shit you come on down for this shit every day every night you make time for this shit you die for this shit you lie for this shit you hope to make it another day for this shit balls in my face love balls in my face hold the phone i like balls in my face this shit is wack i need a nap i need some coke right now come from the streets fight for these feats make some more beats ye on the beats pain so deep you break my heart you break me away ohhh yeah pop that shit fuck that shit pop a tit fuck a bitch come on down and get railed get jailed you a bad ass bitch you love that shit you die for that shit you come on down for this shit every day every night you make time for this shit you die for this shit you lie for this shit you hope to make it another day for this shit ohh now stop wait a minute stop wait a minute turn the record back we gonna make this the best it is we gonna fuck this up so good i got a hot girlfriend but kanye east fine too kanye southeast on the beat yeah this collab costed alot 154k in total we got dua next time we need kendall yeah pop that shit fuck that shit pop a tit fuck a bitch come on down and get railed get jailed you a bad ass bitch you love that shit you die for that shit you come on down for this shit every day every night you make time for this shit you die for this shit you lie for this shit you hope to make it another day for this shit meow meow meow,0.26,0.05,0.46,0.18,0.05
377,ladies and gentelmenı loving til late in the night kaşların arasından dom dom kurşunu değdi dom dom kurşunu değdi bir avcı vurdu beni bin avcı beni yedi vah bin avcı beni yedi ah dedim yaremi egdi yar boynun egdi allah kerimsin dedi hançer yarası değil dom dom kurşunu değdi hançer yarası değil dom dom kurşunu değdi gel gel gümüle gel gel gel gümüle gel gel gel gümüle gel böğrüme dom dom kurşunu gel gel gümüle gel gel gümüle gel gel gel gümüle gel böğrüme dom dom kurşunu tonight im alive aint no dollar sign guaranteed i can blow your mind mwah hançer yarası değil dom dom kurşunu değdi tonight im alive aint no dollar sign guaranteed i can blow your mind mwah hançer yarası değil dom dom kurşunu değdi,0.12,0.0,0.5,0.12,0.25
378,i know its hot i know weve got something that money cant buy fighting in fits biting your lip loving til late in the night tell me im too crazy you cant tame me cant tame me tell me i have changed but im the same me old same me inside hey if you dont like the way i talk then why am i on your mind if you dont like the way i rock then finish your glass of wine we fight and we argue youll still love me blind if we dont fuck this whole thing up guaranteed i can blow your mind mwah and tonight im alive aint no dollar sign guaranteed i can blow your mind mwah and tonight im alive aint no dollar sign guaranteed i can blow your mind mwah yeah im so bad best that youve had i guess youre diggin the show open the door you want some more when you wanna leave let me know tell me im too crazy you cant tame me cant tame me tell me i have changed but im the same me old same me inside hey if you dont like the way i talk then why am i on your mind if you dont like the way i rock then finish your glass of wine we fight and we argue youll still love me blind if we dont fuck this whole thing up guaranteed i can blow your mind mwah and tonight im alive aint no dollar sign guaranteed i can blow your mind mwah and tonight im alive aint no dollar sign guaranteed i can blow your mind mwah and tonight im alive aint no dollar sign guaranteed i can blow your mind mwah hey and tonight im alive aint no dollar sign guaranteed i can blow your mind hey tell me im too crazy you cant tame me cant tame me tell me i have changed but im the same me old same me inside hey mwah if you dont like the way i talk then why am i on your mind if you dont like the way i rock then finish your glass of wine we fight and we argue youll still love me blind if we dont fuck this whole thing up guaranteed i can blow your mind mwah and tonight im alive aint no dollar sign guaranteed i can blow your mind mwah and tonight im alive aint no dollar sign guaranteed i can blow your mind mwah,0.12,0.02,0.57,0.11,0.18
379,again and this the end we cant never be oh no we cant never be,0.0,0.0,0.0,0.0,0.0
380,fill me up so close ive got you face to face playing rough cant help it when you say my name i wanna feel you closer im losing my composure im drowning in a pool of adrenaline i wanna feel your thunder ill let you take me under shakes and shivers riding up my skin afterlight dirty dancing in the dark tonight you and i baby we can set the world on fire i dawn is here im coming round i love the way you hold me down afterlight dirty dancing in the dark tonight silhouettes and shadows moving in our bed take a guess tell me what you think happens next i wanna feel you closer im losing my composure im drowning in a pool of adrenaline i wanna feel your thunder ill let you take me under shakes and shivers riding up my skin afterlight dirty dancing in the dark tonight you and i baby we can set the world on fire i dawn is here im coming round i love the way you hold me down afterlight dirty dancing in the dark tonight afterlight better do me right afterlight need you by my side afterlight better do me right afterlight need you by my side afterlight better do me right afterlight need you by my side afterlight better do me right afterlight need you by my side afterlight dirty dancing in the dark tonight you and i baby we can set the world on fire i dawn is here im coming round i love the way you hold me down afterlight dirty dancing in the dark tonight,0.09,0.19,0.09,0.33,0.3
381,took myself out for dancing a little romancing i m learning to be alone left that sadness behind me won t let it define me i m on my own i don t have to tell you where i m going who i m going with or when i ll be back home i don t have to tell you where i m going who i m going with or when i ll be back home feeling guilty cause i feel so good cause i feel so good guilty cause i feel so good i know i shouldn t feel so guilty cause i did no wrong i m just having fun feeling guilty cause i feel so good cause i feel so good guilty cause i feel so good i know i shouldn t feel so guilty cause i did no wrong i m just having fun you re the one that pulled the plug and somеhow i m the guilty one we could blamе it on timing if that justifies it but we have to let go this new rhythm i m finding is helping me find me i hope you do too you don t have to tell me where you re going who you re going with or when you ll be back home you don t have to tell me where you re going who you re going with or when you ll be back home feeling guilty cause i feel so good cause i feel so good guilty cause i feel so good i know i shouldn t feel so guilty cause i did no wrong i m just having fun feeling guilty cause i feel so good cause i feel so good guilty cause i feel so good i know i shouldn t feel so guilty cause i did no wrong i m just having fun you re the one that pulled the plug and somehow i m the guilty one da ra ra da da da da da feeling guilty cause i feel so good cause i feel so good guilty cause i feel so good i know i shouldn t feel so guilty cause i did no wrong i m just having fun you re the one that pulled the plug somehow i m the guilty one somehow i m the guilty one the one that pulled the plug,0.75,0.0,0.03,0.12,0.09
382,now its getting quiet here now its getting blue and this baby aint no fair taking up my youth youve been telling me some lies i be thinking its the truth but i see it in your eyes the things that you do i dont wanna waste no time all alone want somewhere to go something to call my own and i aint satisfied where to go lost out on the road washed up on the shore and ive been through mountains and seas tryna get you to come back to me and ive been far and ive been so deep now i find it harder and harder to breathe and i need some new love new love new love even though ive run away i still come back no theres nothing more to say its all been said ive been trying to explain the things we had to all of my friends who say that ive gone mad i dont wanna waste no time all alone want somewhere to go something to call my own and i aint satisfied where to go lost out on the road washed up on the shore and ive been through mountains and seas tryna get you to come back to me and ive been far and ive been so deep now i find it harder and harder to breathe and i need some new love new love new love and i need some new love new love new love easy come easy go why are we living on living on if were not getting on getting on can we just let it go cause were waiting for a miracle why wait for a miracle yeah and ive been through mountains and seas tryna get you to come back to me and ive been far and ive been so deep now i find it harder and harder to breathe and i need some new love new love new love and i need some new love new love new love,0.4,0.05,0.17,0.2,0.17
383,say the word and i will throw away the key ooh i think i ,0.0,0.5,0.25,0.25,0.0
384,i know its hot i know weve got something that money cant buy fighting in fits biting your lip loving til late in the night tell me im too crazy you cant tame me cant tame me tell me i have changed but im the same me old same me inside hey if you dont like the way i talk then why am i on your mind if you dont like the way i rock then finish your glass of wine we fight and we argue youll still love me blind if we dont fuck this whole thing up guaranteed i can blow your mind mwah and tonight im alive aint no dollar sign guaranteed i can blow your mind mwah and tonight im alive aint no dollar sign guaranteed i can blow your mind mwah yeah im so bad best that youve had i guess youre diggin the show open the door you want some more when you wanna leave let me know tell me im too crazy you cant tame me cant tame me tell me i have changed but im the same me old same me inside hey if you dont like the way i talk then why am i on your mind if you dont like the way i rock then finish your glass of wine we fight and we argue youll still love me blind if we dont fuck this whole thing up guaranteed i can blow your mind mwah and tonight im alive aint no dollar sign guaranteed i can blow your mind mwah and tonight im alive aint no dollar sign guaranteed i can blow your mind mwah and tonight im alive aint no dollar sign guaranteed i can blow your mind mwah hey and tonight im alive aint no dollar sign guaranteed i can blow your mind hey tell me im too crazy you cant tame me cant tame me tell me i have changed but im the same me old same me inside hey mwah if you dont like the way i talk then why am i on your mind if you dont like the way i rock then finish your glass of wine we fight and we argue youll still love me blind if we dont fuck this whole thing up guaranteed i can blow your mind mwah and tonight im alive aint no dollar sign guaranteed i can blow your mind mwah and tonight im alive aint no dollar sign guaranteed i can blow your mind mwah,0.12,0.02,0.57,0.11,0.18
385,falling into you baby even electricity cant compare to what i feel when im with you ooh baby giving up my ghost for you and now im see through you give me a feeling feeling so strong i know youve been treating treating yourself wrong so let me care for you ooh baby ima love you differently ill give you electricity give it to you and even if i could i wouldnt turn on you and i would stop the world for you you know i wanna let you know ill never let this feeling go this love has no ceiling i cannot deny even if i could i wouldnt turn on you and i would stop the world for you and i i wanna let you know ill never let this feeling go this love has no ceiling i cannot deny all i see is you lately wide awake and in my dreams i see your face so vividly i dont know what id do ooh baby if you only saw a friend in me id be bittersweet you give me a feeling feeling so strong i know youve been treating treating yourself wrong so let me care for you ooh baby ima love you differently ill give you electricity give it to you and even if i could i wouldnt turn on you and i would stop the world for you you know i wanna let you know ill never let this feeling go this love has no ceiling i cannot deny even if i could i wouldnt turn on you and i would stop the world for you and i i wanna let you know ill never let this feeling go this love has no ceiling i cannot deny i feel electric baby so electric baby wanna let you know let you know ooh i think im ready baby i think im ready now electricity im flowing in to you i feel electric baby so electric baby wanna let you know let you know i think im ready baby i think im ready now electricity im flowing in to you and even if i could i wouldnt turn on you and i would stop the world for you you know i wanna let you know ill never let this feeling go this love has no ceiling i cannot deny even if i could i wouldnt turn on you and i would stop the world for you and i i wanna let you know ill never let this feeling go this love has no ceiling i cannot deny i feel electric baby so electric baby wanna let you know let you know i think im ready baby i think im ready now electricity i feel electric baby so electric baby wanna let you know let you know i think im ready baby i think im ready now electricity,0.32,0.0,0.38,0.18,0.12
386,if you dont wanna see me did a full 180 crazy thinking bout the way i was did the heartbreak change me maybe but look at where i ended up im all good already so moved on its scary im not where you left me at all so if you dont wanna see me dancing with somebody if you wanna believe that anything could stop me dont show up dont come out dont start caring about me now walk away you know how dont start caring about me now arent you the guy who tried to hurt me with the word goodbye though it took some time to survive you im better on the other side im all good already so moved on its scary im not where you left me at all so if you dont wanna see me dancing with somebody if you wanna believe that anything could stop me dont show up dont come out dont start caring about me now walk away you know how dont start caring about me now up up dont come out out out dont show up up up dont start now up up dont come out out im not where you left me at all so if you dont wanna see me dancing with somebody if you wanna believe that anything could stop me dont show up dont come out dont start caring about me now walk away you know how dont start caring about me now up up dont come out out out dont show up up up walk away walk away up up dont come out out out dont show up up up walk away walk away oh,0.0,0.25,0.0,0.53,0.22
387,fatal this attraction yeah we might just end up crashin but im ready if it happens with you meet me out in cali when im far away from family and i need someone to hold onto youre the only thing i know and i dont wanna let this go close to you i feel feel like im at home cant wait til were alone we were built to last we were built like that baby take my hand dive in this romance we could burn and crash we could take a chance holdin nothin back like its our last dance like its our last dance like its our last dance left my heart wide open fallin in and out of focus pressure flowin like a river in my head crying you aint with me and its floodin the whole city while my souls burnin like a cigarette youre the only thing i know and i dont wanna let this go close to you i feel feel like im at home cant wait til were alone we were built to last we were built like that baby take my hand dive in this romance we could burn and crash we could take a chance holdin nothin back like its our last dance,0.1,0.03,0.19,0.23,0.45
388,now its getting quiet here now its getting blue and this baby aint no fair taking up my youth youve been telling me some lies i be thinking its the truth but i see it in your eyes the things that you do i dont wanna waste no time all alone want somewhere to go something to call my own and i aint satisfied where to go lost out on the road washed up on the shore and ive been through mountains and seas tryna get you to come back to me and ive been far and ive been so deep now i find it harder and harder to breathe and i need some new love new love new love even though ive run away i still come back no theres nothing more to say its all been said ive been trying to explain the things we had to all of my friends who say that ive gone mad i dont wanna waste no time all alone want somewhere to go something to call my own and i aint satisfied where to go lost out on the road washed up on the shore and ive been through mountains and seas tryna get you to come back to me and ive been far and ive been so deep now i find it harder and harder to breathe and i need some new love new love new love and i need some new love new love new love easy come easy go why are we living on living on if were not getting on getting on can we just let it go cause were waiting for a miracle why wait for a miracle yeah and ive been through mountains and seas tryna get you to come back to me and ive been far and ive been so deep now i find it harder and harder to breathe and i need some new love new love new love and i need some new love new love new love,0.4,0.05,0.17,0.2,0.17
389,se que hace calor sé que tenemos algo que el dinero no puede comprar luchando en ataques morder tu labio amar hasta altas horas de la noche dime que estoy demasiado loca no puedes domesticarme no puedes domesticarme dime que he cambiado pero soy la misma la vieja yo dentro oye si no te gusta la forma en la que hablo por qué estoy en tu mente si no te gusta la forma en la que me balanceo entonces termina tu copa de vino peleamos y discutimos todavía me amarás ciegamente si no jodemos todo esto garantizado puedo volar tu mente mwah y esta noche estoy viva no hay signo de dólar garantizado puedo volar tu mente mwah y esta noche estoy viva no hay signo de dólar garantizado puedo volar tu mente mwah si soy tan mala lo mejor que has tenido supongo que estás cavando el espectáculo abre la puerta quieres algo más cuando quieras irte avísame dime que estoy demasiado loca no puedes domesticarme no puedes domesticarme dime que he cambiado pero soy la misma la vieja yo dentro oye si no te gusta la forma en la que hablo por qué estoy en tu mente si no te gusta la forma en la que me balanceo entonces termina tu copa de vino peleamos y discutimos todavía me amarás ciegamente si no jodemos todo esto garantizado puedo volar tu mente mwah y esta noche estoy viva no hay signo de dólar garantizado puedo volar tu mente mwah y esta noche estoy viva no hay signo de dólar garantizado puedo volar tu mente mwah y esta noche estoy vivo no hay signo de dólar garantizado puedo volar tu mente mwah hey y esta noche estoy vivo no hay signo de dólar garantizado que puedo volar tu mente oye dime que estoy demasiado loca no puedes domesticarme no puedes domesticarme dime que he cambiado pero soy la misma la vieja yo dentro oye si no te gusta la forma en la que hablo por qué estoy en tu mente si no te gusta la forma en la que me balanceo entonces termina tu copa de vino peleamos y discutimos todavía me amarás ciegamente si no jodemos todo esto garantizado puedo volar tu mente mwah y esta noche estoy viva no hay signo de dólar garantizado puedo volar tu mente mwah y esta noche estoy viva no hay signo de dólar garantizado puedo volar tu mente mwah,0.0,0.0,1.0,0.0,0.0
390,ah yeah ah yeah el me llama el diablo le hago querer pecar cada vez que llamo no puede evitar dejarme entrar debe sentir nostalgia por lo real soy el mas real que se pone probablemente todavía me adoras con mis manos alrededor de tu cuello puedes sentir el calor si mientras mi beso baja como un alcohol dulce de donde vengo si es mi lado oscuro lo que te hace sentir tan insensible porque estoy caliente como el infierno arde cuando no estoy ahí y estás solo soy la respuesta a tus oraciones te estoy dando ese placer el cielo y te lo daré más caliente que el infierno más caliente que el infierno eres mi maná del cielo todos tenemos que alimentarnos no puedes dejarme saber que me quieren no puedes dejarme entrar en tu cabeza no estoy aquí para hacerte arrodillarte pero es un elogio lo que recibo no vas a caminar libre chico aún no he terminado contigo no puedes sentir el calor si mientras mi beso baja como un alcohol dulce de donde vengo si es mi lado oscuro lo que te hace sentir tan insensible porque estoy caliente como el infierno arde cuando no estoy ahí y estás solo soy la respuesta a tus oraciones te estoy dando ese placer el cielo y te lo daré más caliente que el infierno más caliente que el infierno oh estás ahí abajo me haces sentir justo ahí cuando me acuestas ahí lo hacemos justo ahí porque te ves tan justo ahí bebé deberías tocarme ahí mismo si me llevas justo ahí podríamos hacerlo porque estoy caliente como el infierno arde cuando no estoy ahí y estás solo soy la respuesta a tus oraciones te estoy dando ese placer el cielo y te lo daré más caliente que el infierno más caliente que el infierno más caliente que el infierno más caliente que el infierno y te lo daré más caliente que el infierno,0.0,0.5,0.0,0.5,0.0
